candidate,parameters_json,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_auprc,validation_roc_auc,selected_threshold,training_seconds,validation_inference_seconds,peak_cpu_memory_gb,peak_gpu_memory_gb
1,"{""C"": 0.01, ""max_iter"": 10000, ""tol"": 0.0001}",0.9987774615889653,0.37400950871632327,0.21791320406278855,0.27537922987164526,0.21308366170490345,0.9483332699887189,1.1616647816168357,1.082287085000189,0.07472636500006047,2.8914947509765625,0.0
2,"{""C"": 0.1, ""max_iter"": 10000, ""tol"": 0.0001}",0.99886998865067,0.4361493123772102,0.20498614958448755,0.27889447236180903,0.22000689810959873,0.9485045761361449,1.2497157157043888,1.290186112000356,0.07658087399977376,2.8474044799804688,0.0
3,"{""C"": 1.0, ""max_iter"": 10000, ""tol"": 0.0001}",0.9989575940601564,0.5319148936170213,0.18467220683287167,0.27416038382453733,0.2175977810675482,0.948317271879602,1.3570546335735558,1.663103061000129,0.07640274499999578,2.9411544799804688,0.0
